unique_id,book_name,page,class,entity_list,caption
chatterboxbookof00robi_page52.png,chatterboxbookof00robi,page52.png,Human,"person, person",a man in a hat and a man in a suit standing on a dock
chatterboxbookof00robi_page58.png,chatterboxbookof00robi,page58.png,Human,,an engraving of a woman wearing a headdre
chatterboxbookof00robi_page62.png,chatterboxbookof00robi,page62.png,Human,"person, person, person, person, person, bird, bird",a cartoon depicting a man talking to a woman
chatterboxbookof00robi_page64.png,chatterboxbookof00robi,page64.png,Both,"person, person, person, person, person",a drawing of two men working on a boat
chatterboxbookof00robi_page66.png,chatterboxbookof00robi,page66.png,Human,"person, person, person, person",a drawing of a man in uniform talking to two women
chatterboxbookof00robi_page68.png,chatterboxbookof00robi,page68.png,Human,"person, boat, person",a boat with a man on it in the water
chatterboxbookof00robi_page70.png,chatterboxbookof00robi,page70.png,Human,"person, person, person, person, person",a drawing of a man in uniform talking to another man
chatterboxbookof00robi_page72.png,chatterboxbookof00robi,page72.png,Human,"person, person",a drawing of two men talking in a room
chatterboxbookof00robi_page76.png,chatterboxbookof00robi,page76.png,Human,"person, person, person, boat",a man in uniform talking to another man on a ship
chatterboxbookof00robi_page78.png,chatterboxbookof00robi,page78.png,Human,"person, person, person",a drawing of a group of soldiers
chatterboxbookof00robi_page80.png,chatterboxbookof00robi,page80.png,Human,"person, person, person, person",a black and white image of a man in a boat
chatterboxbookof00robi_page82.png,chatterboxbookof00robi,page82.png,Human,,a drawing of a man in a chair
chatterboxbookof00robi_page84.png,chatterboxbookof00robi,page84.png,Human,"person, person, person, person, person, person",a drawing of a group of men on a boat
chatterboxbookof00robi_page86.png,chatterboxbookof00robi,page86.png,Both,"person, person, person",a drawing of a man laying on the ground
chatterboxbookof00robi_page90.png,chatterboxbookof00robi,page90.png,Both,"person, person, cup, dining table, person, chair",a book with a drawing of a group of people sitting around a table
chatterboxbookof00robi_page92.png,chatterboxbookof00robi,page92.png,Human,"person, boat, person",a man in a boat with a woman in the water
chatterboxbookof00robi_page94.png,chatterboxbookof00robi,page94.png,Human,person,a black and white drawing of a man with a crown
chatterboxbookof00robi_page96.png,chatterboxbookof00robi,page96.png,Human,"person, person, person, person",a drawing of a man being taken from a ship
chatterboxbookof00robi_page98.png,chatterboxbookof00robi,page98.png,Human,"person, person",a man in a cloak is being carried by a woman
cheapsideapprent00moreiala_page2.png,cheapsideapprent00moreiala,page2.png,Human,,the ghost of the french
Cheerful_Cricket_page100.png,Cheerful_Cricket,page100.png,Neither,,the walking stick by william blake
Cheerful_Cricket_page101.png,Cheerful_Cricket,page101.png,Neither,,"a page from the book, ' the story of the princess '"
Cheerful_Cricket_page102.png,Cheerful_Cricket,page102.png,Neither,book,"a page from the book, the story of the little prince"
Cheerful_Cricket_page103.png,Cheerful_Cricket,page103.png,Neither,,"a page from the book, ' the tale of the little prince '"
Cheerful_Cricket_page104.png,Cheerful_Cricket,page104.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page105.png,Cheerful_Cricket,page105.png,Neither,book,"a page from the book, ' the song of the night '"
Cheerful_Cricket_page106.png,Cheerful_Cricket,page106.png,Neither,,"a page from the book, ' the little prince '"
Cheerful_Cricket_page110.png,Cheerful_Cricket,page110.png,Neither,,a book with illustrations of birds and flowers
Cheerful_Cricket_page111.png,Cheerful_Cricket,page111.png,Neither,,a green and black book with a poem written in it
Cheerful_Cricket_page112.png,Cheerful_Cricket,page112.png,Neither,book,"a page from the book, ' the little prince '"
Cheerful_Cricket_page113.png,Cheerful_Cricket,page113.png,Neither,book,"a page from the book, ' the little prince '"
Cheerful_Cricket_page114.png,Cheerful_Cricket,page114.png,Neither,book,a green and white book with a quote on it
Cheerful_Cricket_page115.png,Cheerful_Cricket,page115.png,Neither,book,"a page from the book, with a poem written in green ink"
Cheerful_Cricket_page116.png,Cheerful_Cricket,page116.png,Neither,,"a page from the book, ' the little prince '"
Cheerful_Cricket_page12.png,Cheerful_Cricket,page12.png,Neither,,a book with illustrations of birds and flowers
Cheerful_Cricket_page120.png,Cheerful_Cricket,page120.png,Neither,,the humming by edmund edmund edmund
Cheerful_Cricket_page121.png,Cheerful_Cricket,page121.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page122.png,Cheerful_Cricket,page122.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page123.png,Cheerful_Cricket,page123.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page124.png,Cheerful_Cricket,page124.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page125.png,Cheerful_Cricket,page125.png,Neither,,"a page from the book, the music of the world"
Cheerful_Cricket_page13.png,Cheerful_Cricket,page13.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page14.png,Cheerful_Cricket,page14.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page15.png,Cheerful_Cricket,page15.png,Neither,,"a page from the book, the story of the little prince"
Cheerful_Cricket_page16.png,Cheerful_Cricket,page16.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page17.png,Cheerful_Cricket,page17.png,Neither,book,a page from a book with a poem written in green ink
Cheerful_Cricket_page2.png,Cheerful_Cricket,page2.png,Neither,,the cheerful cricket and other tunes
Cheerful_Cricket_page20.png,Cheerful_Cricket,page20.png,Animal,,a book with illustrations of flowers and birds
Cheerful_Cricket_page21.png,Cheerful_Cricket,page21.png,Neither,,a page from the book the story of the little prince by william william
Cheerful_Cricket_page22.png,Cheerful_Cricket,page22.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page23.png,Cheerful_Cricket,page23.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page24.png,Cheerful_Cricket,page24.png,Neither,book,"a page from the book, ' the story of the little girl '"
Cheerful_Cricket_page25.png,Cheerful_Cricket,page25.png,Neither,book,"a page from the book, with a poem written in green ink"
Cheerful_Cricket_page28.png,Cheerful_Cricket,page28.png,Human,,a book with illustrations of insects and flowers
Cheerful_Cricket_page29.png,Cheerful_Cricket,page29.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page30.png,Cheerful_Cricket,page30.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page31.png,Cheerful_Cricket,page31.png,Neither,,a page from a book with a poem written in green ink
Cheerful_Cricket_page32.png,Cheerful_Cricket,page32.png,Neither,book,"a page from the book, the story of the little prince"
Cheerful_Cricket_page33.png,Cheerful_Cricket,page33.png,Neither,,a book with a green cover and a quote on it
Cheerful_Cricket_page36.png,Cheerful_Cricket,page36.png,Human,,a book with illustrations of animals and plants
Cheerful_Cricket_page37.png,Cheerful_Cricket,page37.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page38.png,Cheerful_Cricket,page38.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page39.png,Cheerful_Cricket,page39.png,Neither,,"a page from the book, with a poem written by william william"
Cheerful_Cricket_page4.png,Cheerful_Cricket,page4.png,Animal,book,the cheres and other poems of the illustrated by the author
Cheerful_Cricket_page40.png,Cheerful_Cricket,page40.png,Neither,book,"a page from the book, the story of the little prince"
Cheerful_Cricket_page41.png,Cheerful_Cricket,page41.png,Neither,,"a page from the book, the story of the green grass"
Cheerful_Cricket_page42.png,Cheerful_Cricket,page42.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page43.png,Cheerful_Cricket,page43.png,Neither,book,"a page from the book, ' the song of the day '"
Cheerful_Cricket_page44.png,Cheerful_Cricket,page44.png,Neither,umbrella,"a page from the book, with a drawing of a heart in a frame"
Cheerful_Cricket_page48.png,Cheerful_Cricket,page48.png,Neither,,a book with a picture of a bird and flowers
Cheerful_Cricket_page49.png,Cheerful_Cricket,page49.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page5.png,Cheerful_Cricket,page5.png,Neither,,"the front cover of the first edition of the book, the first edition of the first edition"
Cheerful_Cricket_page50.png,Cheerful_Cricket,page50.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page51.png,Cheerful_Cricket,page51.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page52.png,Cheerful_Cricket,page52.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page53.png,Cheerful_Cricket,page53.png,Neither,,a page of a hymn with a green border
Cheerful_Cricket_page54.png,Cheerful_Cricket,page54.png,Neither,,"a page from the book, with a drawing of a frame and a picture of a woman"
Cheerful_Cricket_page58.png,Cheerful_Cricket,page58.png,Neither,,a page from the book ' ver oute '
Cheerful_Cricket_page59.png,Cheerful_Cricket,page59.png,Neither,,"a page from the book, ' the story of the king of the north '"
Cheerful_Cricket_page60.png,Cheerful_Cricket,page60.png,Neither,book,a green and white book with a quote on it
Cheerful_Cricket_page61.png,Cheerful_Cricket,page61.png,Neither,,a green and white book with a title title
Cheerful_Cricket_page62.png,Cheerful_Cricket,page62.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page63.png,Cheerful_Cricket,page63.png,Neither,book,"a page from the book, ' the little prince '"
Cheerful_Cricket_page64.png,Cheerful_Cricket,page64.png,Neither,book,a green and white book with a quote on it
Cheerful_Cricket_page65.png,Cheerful_Cricket,page65.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page66.png,Cheerful_Cricket,page66.png,Neither,book,"a page from the book, ' the story of the little boy '"
Cheerful_Cricket_page67.png,Cheerful_Cricket,page67.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page68.png,Cheerful_Cricket,page68.png,Neither,book,"a page from the first edition of the book, the first edition of the first edition of the first edition"
Cheerful_Cricket_page69.png,Cheerful_Cricket,page69.png,Neither,,"a page from the book, with a green and white design"
Cheerful_Cricket_page72.png,Cheerful_Cricket,page72.png,Neither,book,the noisy fly by william blake
Cheerful_Cricket_page73.png,Cheerful_Cricket,page73.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page74.png,Cheerful_Cricket,page74.png,Neither,book,"a page from the book, with a poem written in green ink"
Cheerful_Cricket_page75.png,Cheerful_Cricket,page75.png,Neither,,"a page from the book, with a poem written in green ink"
Cheerful_Cricket_page76.png,Cheerful_Cricket,page76.png,Neither,book,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page77.png,Cheerful_Cricket,page77.png,Neither,,"a page from the book, the story of the little prince"
Cheerful_Cricket_page78.png,Cheerful_Cricket,page78.png,Neither,,a green and white book with a quote on it
Cheerful_Cricket_page8.png,Cheerful_Cricket,page8.png,Neither,book,the book cover for the story of the elephant
Cheerful_Cricket_page82.png,Cheerful_Cricket,page82.png,Neither,book,the dyz moth by william blake
Cheerful_Cricket_page83.png,Cheerful_Cricket,page83.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page84.png,Cheerful_Cricket,page84.png,Neither,book,"a page from the book, ' the story of the little girl '"
Cheerful_Cricket_page85.png,Cheerful_Cricket,page85.png,Neither,book,"a page from the book, ' the song of the night '"
Cheerful_Cricket_page86.png,Cheerful_Cricket,page86.png,Neither,book,"a page from the book, with a poem written in green ink"
Cheerful_Cricket_page87.png,Cheerful_Cricket,page87.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page90.png,Cheerful_Cricket,page90.png,Neither,,the honest by arthur h smith
Cheerful_Cricket_page91.png,Cheerful_Cricket,page91.png,Neither,,"a page from the book, ' the story of the little girl '"
Cheerful_Cricket_page92.png,Cheerful_Cricket,page92.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page93.png,Cheerful_Cricket,page93.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page94.png,Cheerful_Cricket,page94.png,Neither,book,"a page from the book, with a quote from the poem"
Cheerful_Cricket_page95.png,Cheerful_Cricket,page95.png,Neither,,"a page from the book, ' the story of the little prince '"
Cheerful_Cricket_page96.png,Cheerful_Cricket,page96.png,Neither,book,"a page from the book, with a poem written by the author"
Cheerful_Cricket_page97.png,Cheerful_Cricket,page97.png,Neither,,a page from a manuscript with a green border and a green border
cheerfulwarblero00yorkiala_page1.png,cheerfulwarblero00yorkiala,page1.png,Neither,,"the cover of the book, the tree"
cheerfulwarblero00yorkiala_page14.png,cheerfulwarblero00yorkiala,page14.png,Human,,a book with a picture of a man in a forest
cheerfulwarblero00yorkiala_page5.png,cheerfulwarblero00yorkiala,page5.png,Neither,,a book with a black and white title
cheerfulwarblero00yorkiala_page6.png,cheerfulwarblero00yorkiala,page6.png,Neither,,a black and white image of a man sitting on a bench
cheerfulwarblero00yorkiala_page7.png,cheerfulwarblero00yorkiala,page7.png,Human,,a black and white drawing of a man on a horse
cheerfulwarblero00yorkiala_page9.png,cheerfulwarblero00yorkiala,page9.png,Neither,,a black and white drawing of a house
chicelt_page110.png,chicelt,page110.png,Human,person,a book with a picture of a woman sitting on a rock
chicelt_page142.png,chicelt,page142.png,Human,,a woman in a headscar with a bird on her head
chicelt_page19.png,chicelt,page19.png,Human,person,a book with a drawing of a woman in a white dress
chicelt_page44.png,chicelt,page44.png,Neither,,a book with a picture of a fish
chicelt_page58.png,chicelt,page58.png,Human,,the cover of the book the art of the modern age
chicelt_page72.png,chicelt,page72.png,Human,person,a book with a painting of a woman and a child
chicelt_page84.png,chicelt,page84.png,Neither,,a book with a picture of a woman and a man
chicelt_page94.png,chicelt,page94.png,Human,person,a book with a picture of a man in a boat
childlandpicture00pletiala_page100.png,childlandpicture00pletiala,page100.png,Human,"person, person",a book with illustrations of people in a kitchen
childlandpicture00pletiala_page103.png,childlandpicture00pletiala,page103.png,Human,"chair, person, chair",an old book with a drawing of a family eating
childlandpicture00pletiala_page104.png,childlandpicture00pletiala,page104.png,Human,"person, person","a page from the book, the tempests"
childlandpicture00pletiala_page105.png,childlandpicture00pletiala,page105.png,Both,"person, person",a book with an illustration of a man and woman
childlandpicture00pletiala_page106.png,childlandpicture00pletiala,page106.png,Both,,an illustration of a man being led by a woman
childlandpicture00pletiala_page107.png,childlandpicture00pletiala,page107.png,Human,"person, person, potted plant",a book with an illustration of a man and woman in the woods
childlandpicture00pletiala_page108.png,childlandpicture00pletiala,page108.png,Both,,a book with illustrations of a man and a woman
childlandpicture00pletiala_page109.png,childlandpicture00pletiala,page109.png,Human,"person, person",a cartoon of a man and woman in a graveyard
childlandpicture00pletiala_page110.png,childlandpicture00pletiala,page110.png,Human,"person, chair",an old book with a cartoon of a man sitting in a chair
childlandpicture00pletiala_page111.png,childlandpicture00pletiala,page111.png,Human,,an old book with a drawing of a woman sitting in a chair
childlandpicture00pletiala_page112.png,childlandpicture00pletiala,page112.png,Both,person,an old book with a drawing of a man and woman
childlandpicture00pletiala_page113.png,childlandpicture00pletiala,page113.png,Human,clock,a cartoon of a man and woman in a kitchen
childlandpicture00pletiala_page114.png,childlandpicture00pletiala,page114.png,Human,"person, person, person",an old book with a drawing of a man and woman
childlandpicture00pletiala_page115.png,childlandpicture00pletiala,page115.png,Both,dog,an old book with a cartoon of a man and woman
childlandpicture00pletiala_page116.png,childlandpicture00pletiala,page116.png,Both,,a drawing of a woman in a garden
childlandpicture00pletiala_page117.png,childlandpicture00pletiala,page117.png,Human,,an old book with a drawing of a man and woman
childlandpicture00pletiala_page118.png,childlandpicture00pletiala,page118.png,Human,person,an old book with a drawing of a little girl in a hat
childlandpicture00pletiala_page119.png,childlandpicture00pletiala,page119.png,Neither,,"the windmill, from the book the windmill"
childlandpicture00pletiala_page12.png,childlandpicture00pletiala,page12.png,Human,"person, person, person",an old book with a drawing of a man playing the piano
childlandpicture00pletiala_page120.png,childlandpicture00pletiala,page120.png,Both,,an old book with a picture of a woman and two children
childlandpicture00pletiala_page121.png,childlandpicture00pletiala,page121.png,Human,,an old book with a drawing of a man and a woman
childlandpicture00pletiala_page122.png,childlandpicture00pletiala,page122.png,Both,person,an old book with a drawing of two children
childlandpicture00pletiala_page123.png,childlandpicture00pletiala,page123.png,Both,"dog, person",a black and white drawing of a dog and a baby
childlandpicture00pletiala_page124.png,childlandpicture00pletiala,page124.png,Human,person,an old book with a drawing of a child sitting at a table
childlandpicture00pletiala_page125.png,childlandpicture00pletiala,page125.png,Human,book,a cartoon of a man and woman sitting in a chair
childlandpicture00pletiala_page126.png,childlandpicture00pletiala,page126.png,Both,person,an old book with a drawing of a woman reading
childlandpicture00pletiala_page127.png,childlandpicture00pletiala,page127.png,Human,,a black and white illustration of a man in a suit with a hat and a hat on his head
childlandpicture00pletiala_page128.png,childlandpicture00pletiala,page128.png,Neither,,an old book with a drawing of a man in a kitchen
childlandpicture00pletiala_page129.png,childlandpicture00pletiala,page129.png,Human,person,an old book with a cartoon of a man and woman sitting on the ground
childlandpicture00pletiala_page13.png,childlandpicture00pletiala,page13.png,Human,,a cartoon of a man and woman in a kitchen
childlandpicture00pletiala_page130.png,childlandpicture00pletiala,page130.png,Human,vase,a book with an illustration of a man on a horse
childlandpicture00pletiala_page131.png,childlandpicture00pletiala,page131.png,Human,"person, person",a book with an illustration of a man and woman sitting on a bench
childlandpicture00pletiala_page132.png,childlandpicture00pletiala,page132.png,Human,,an old book with a drawing of a man and woman
childlandpicture00pletiala_page133.png,childlandpicture00pletiala,page133.png,Human,,a book with an illustration of a woman and a child
childlandpicture00pletiala_page134.png,childlandpicture00pletiala,page134.png,Human,person,a page from the book out in the garden
childlandpicture00pletiala_page135.png,childlandpicture00pletiala,page135.png,Both,,"a page from the book, the tale of the little prince"
childlandpicture00pletiala_page136.png,childlandpicture00pletiala,page136.png,Human,,an old book with a drawing of a woman and two children
childlandpicture00pletiala_page137.png,childlandpicture00pletiala,page137.png,Human,,an old book with a drawing of a man and woman
childlandpicture00pletiala_page138.png,childlandpicture00pletiala,page138.png,Human,"person, chair",an old book with a picture of a man sitting on a chair
childlandpicture00pletiala_page139.png,childlandpicture00pletiala,page139.png,Human,,an old book with a cartoon of a man and woman
childlandpicture00pletiala_page14.png,childlandpicture00pletiala,page14.png,Human,"person, person",an old book with a cartoon of a man and woman sitting on a bench
childlandpicture00pletiala_page140.png,childlandpicture00pletiala,page140.png,Both,,a book with a drawing of a man in a kitchen
childlandpicture00pletiala_page141.png,childlandpicture00pletiala,page141.png,Human,person,an old book with a cartoon of a man in a hat
childlandpicture00pletiala_page142.png,childlandpicture00pletiala,page142.png,Human,,an old book with a drawing of a woman sitting on a bench
childlandpicture00pletiala_page144.png,childlandpicture00pletiala,page144.png,Human,,"a woman in a dress and hat, with a quote on the back"
childlandpicture00pletiala_page145.png,childlandpicture00pletiala,page145.png,Human,,an old book with a cartoon drawing of a woman and a child
childlandpicture00pletiala_page146.png,childlandpicture00pletiala,page146.png,Neither,bird,a bird sitting on a branch with a quote
childlandpicture00pletiala_page147.png,childlandpicture00pletiala,page147.png,Human,,an old book with a drawing of a family
childlandpicture00pletiala_page148.png,childlandpicture00pletiala,page148.png,Both,,an old book with a cartoon of a woman and a man
childlandpicture00pletiala_page15.png,childlandpicture00pletiala,page15.png,Both,person,a little girl in a kitchen with a pot
childlandpicture00pletiala_page150.png,childlandpicture00pletiala,page150.png,Human,person,an old book with a cartoon of a man and woman
childlandpicture00pletiala_page151.png,childlandpicture00pletiala,page151.png,Human,"person, bench",an old book with a cartoon of a man sitting on a chair
childlandpicture00pletiala_page152.png,childlandpicture00pletiala,page152.png,Human,person,an old book with a drawing of a man sitting at a desk
childlandpicture00pletiala_page153.png,childlandpicture00pletiala,page153.png,Human,,an old book with a cartoon of a man and woman
childlandpicture00pletiala_page154.png,childlandpicture00pletiala,page154.png,Human,person,an old book with a cartoon drawing of a man and woman
childlandpicture00pletiala_page155.png,childlandpicture00pletiala,page155.png,Human,"person, person",a cartoon of a man and woman standing next to a water pump
childlandpicture00pletiala_page156.png,childlandpicture00pletiala,page156.png,Both,"person, cat, chair",an image of a man sitting in a chair with a cat
childlandpicture00pletiala_page157.png,childlandpicture00pletiala,page157.png,Both,,an old book with a drawing of a man and a woman
childlandpicture00pletiala_page158.png,childlandpicture00pletiala,page158.png,Both,person,an old book with a drawing of a woman and child
childlandpicture00pletiala_page159.png,childlandpicture00pletiala,page159.png,Human,,an old book with a drawing of a woman and a man
childlandpicture00pletiala_page16.png,childlandpicture00pletiala,page16.png,Both,"cat, person",a book with a drawing of a dog and a cat
childlandpicture00pletiala_page160.png,childlandpicture00pletiala,page160.png,Human,,an old book with a drawing of a man in a kitchen
childlandpicture00pletiala_page161.png,childlandpicture00pletiala,page161.png,Human,"person, bench",an old book with a drawing of a girl sitting on a bench
childlandpicture00pletiala_page162.png,childlandpicture00pletiala,page162.png,Human,"person, person, person, person",an old book with a drawing of a man and woman
childlandpicture00pletiala_page163.png,childlandpicture00pletiala,page163.png,Neither,,"a strange story from the book, a strange story"
childlandpicture00pletiala_page164.png,childlandpicture00pletiala,page164.png,Human,book,a book with a cartoon drawing of a man sitting at a table
childlandpicture00pletiala_page165.png,childlandpicture00pletiala,page165.png,Human,,an old book with a drawing of a man sitting in front of a piano
childlandpicture00pletiala_page168.png,childlandpicture00pletiala,page168.png,Human,book,a page from the book of the poem of the day
